Nombre de la ciudad: Kabul, nombre del pais: Afghanistan, Poblacion ciudad: 1851912
Nombre de la ciudad: Koshigaya, nombre del pais: Japan, Poblacion ciudad: 313623
Nombre de la ciudad: Naha, nombre del pais: Japan, Poblacion ciudad: 311964
Nombre de la ciudad: Aomori, nombre del pais: Japan, Poblacion ciudad: 307925
Nombre de la ciudad: Hakodate, nombre del pais: Japan, Poblacion ciudad: 306696
Nombre de la ciudad: Akashi, nombre del pais: Japan, Poblacion ciudad: 304059
Nombre de la ciudad: Yokkaichi, nombre del pais: Japan, Poblacion ciudad: 299814
Nombre de la ciudad: Fukushima, nombre del pais: Japan, Poblacion ciudad: 299140
Nombre de la ciudad: Morioka, nombre del pais: Japan, Poblacion ciudad: 298962
Nombre de la ciudad: Maebashi, nombre del pais: Japan, Poblacion ciudad: 295965
Nombre de la ciudad: Kasugai, nombre del pais: Japan, Poblacion ciudad: 293753
Nombre de la ciudad: Otsu, nombre del pais: Japan, Poblacion ciudad: 293465
Nombre de la ciudad: Ichihara, nombre del pais: Japan, Poblacion ciudad: 290562
Nombre de la ciudad: Yao, nombre del pais: Japan, Poblacion ciudad: 287587
Nombre de la ciudad: Ichinomiya, nombre del pais: Japan, Poblacion ciudad: 281768
Nombre de la ciudad: Tokushima, nombre del pais: Japan, Poblacion ciudad: 280541
Nombre de la ciudad: Kakogawa, nombre del pais: Japan, Poblacion ciudad: 277038
Nombre de la ciudad: Ibaraki, nombre del pais: Japan, Poblacion ciudad: 271564
Nombre de la ciudad: Neyagawa, nombre del pais: Japan, Poblacion ciudad: 267710
Nombre de la ciudad: Shimonoseki, nombre del pais: Japan, Poblacion ciudad: 267656
Nombre de la ciudad: Yamagata, nombre del pais: Japan, Poblacion ciudad: 265943
Nombre de la ciudad: Fukui, nombre del pais: Japan, Poblacion ciudad: 265112
Nombre de la ciudad: Hiratsuka, nombre del pais: Japan, Poblacion ciudad: 264476
Nombre de la ciudad: Mito, nombre del pais: Japan, Poblacion ciudad: 256519
Nombre de la ciudad: Sasebo, nombre del pais: Japan, Poblacion ciudad: 254106
Nombre de la ciudad: Hachinohe, nombre del pais: Japan, Poblacion ciudad: 252794
Nombre de la ciudad: Takasaki, nombre del pais: Japan, Poblacion ciudad: 248784
Nombre de la ciudad: Shimizu, nombre del pais: Japan, Poblacion ciudad: 248783
Nombre de la ciudad: Kurume, nombre del pais: Japan, Poblacion ciudad: 245129
Nombre de la ciudad: Fuji, nombre del pais: Japan, Poblacion ciudad: 240880
Nombre de la ciudad: Soka, nombre del pais: Japan, Poblacion ciudad: 231767
Nombre de la ciudad: Fuchu, nombre del pais: Japan, Poblacion ciudad: 229486
Nombre de la ciudad: Chigasaki, nombre del pais: Japan, Poblacion ciudad: 224741
Nombre de la ciudad: Atsugi, nombre del pais: Japan, Poblacion ciudad: 220988
Nombre de la ciudad: Numazu, nombre del pais: Japan, Poblacion ciudad: 219921
Nombre de la ciudad: Ageo, nombre del pais: Japan, Poblacion ciudad: 217902
Nombre de la ciudad: Yamato, nombre del pais: Japan, Poblacion ciudad: 216645
Nombre de la ciudad: Matsumoto, nombre del pais: Japan, Poblacion ciudad: 215155
Nombre de la ciudad: Kure, nombre del pais: Japan, Poblacion ciudad: 214846
Nombre de la ciudad: Takarazuka, nombre del pais: Japan, Poblacion ciudad: 214314
Nombre de la ciudad: Kasukabe, nombre del pais: Japan, Poblacion ciudad: 209991
Nombre de la ciudad: Chofu, nombre del pais: Japan, Poblacion ciudad: 209728
Nombre de la ciudad: Odawara, nombre del pais: Japan, Poblacion ciudad: 208257
Nombre de la ciudad: Kofu, nombre del pais: Japan, Poblacion ciudad: 207822
Nombre de la ciudad: Kushiro, nombre del pais: Japan, Poblacion ciudad: 205591
Nombre de la ciudad: Kishiwada, nombre del pais: Japan, Poblacion ciudad: 205245
Nombre de la ciudad: Hitachi, nombre del pais: Japan, Poblacion ciudad: 204565
Nombre de la ciudad: Nagaoka, nombre del pais: Japan, Poblacion ciudad: 200180
Nombre de la ciudad: Itami, nombre del pais: Japan, Poblacion ciudad: 198597
Nombre de la ciudad: Uji, nombre del pais: Japan, Poblacion ciudad: 196359
Nombre de la ciudad: Suzuka, nombre del pais: Japan, Poblacion ciudad: 191496
Nombre de la ciudad: Hirosaki, nombre del pais: Japan, Poblacion ciudad: 184693
Nombre de la ciudad: Ube, nombre del pais: Japan, Poblacion ciudad: 182284
Nombre de la ciudad: Kodaira, nombre del pais: Japan, Poblacion ciudad: 182052
Nombre de la ciudad: Takaoka, nombre del pais: Japan, Poblacion ciudad: 181424
Nombre de la ciudad: Obihiro, nombre del pais: Japan, Poblacion ciudad: 180701
Nombre de la ciudad: Tomakomai, nombre del pais: Japan, Poblacion ciudad: 178904
Nombre de la ciudad: Saga, nombre del pais: Japan, Poblacion ciudad: 176902
Nombre de la ciudad: Sakura, nombre del pais: Japan, Poblacion ciudad: 174861
Nombre de la ciudad: Kamakura, nombre del pais: Japan, Poblacion ciudad: 174434
Nombre de la ciudad: Mitaka, nombre del pais: Japan, Poblacion ciudad: 174025
Nombre de la ciudad: Izumi, nombre del pais: Japan, Poblacion ciudad: 173724
Nombre de la ciudad: Hino, nombre del pais: Japan, Poblacion ciudad: 173507
Nombre de la ciudad: Hadano, nombre del pais: Japan, Poblacion ciudad: 173238
Nombre de la ciudad: Ashikaga, nombre del pais: Japan, Poblacion ciudad: 171917
Nombre de la ciudad: Tsu, nombre del pais: Japan, Poblacion ciudad: 171189
Nombre de la ciudad: Sayama, nombre del pais: Japan, Poblacion ciudad: 169035
Nombre de la ciudad: Yachiyo, nombre del pais: Japan, Poblacion ciudad: 167734
Nombre de la ciudad: Tsukuba, nombre del pais: Japan, Poblacion ciudad: 167262
Nombre de la ciudad: Tachikawa, nombre del pais: Japan, Poblacion ciudad: 165870
Nombre de la ciudad: Kumagaya, nombre del pais: Japan, Poblacion ciudad: 163520
Nombre de la ciudad: Moriguchi, nombre del pais: Japan, Poblacion ciudad: 162240
Nombre de la ciudad: Otaru, nombre del pais: Japan, Poblacion ciudad: 162076
Nombre de la ciudad: Anjo, nombre del pais: Japan, Poblacion ciudad: 160036
Nombre de la ciudad: Narashino, nombre del pais: Japan, Poblacion ciudad: 159023
Nombre de la ciudad: Oyama, nombre del pais: Japan, Poblacion ciudad: 158993
Nombre de la ciudad: Ogaki, nombre del pais: Japan, Poblacion ciudad: 157888
Nombre de la ciudad: Matsue, nombre del pais: Japan, Poblacion ciudad: 155873
Nombre de la ciudad: Kawanishi, nombre del pais: Japan, Poblacion ciudad: 155844
Nombre de la ciudad: Hitachinaka, nombre del pais: Japan, Poblacion ciudad: 153985
Nombre de la ciudad: Niiza, nombre del pais: Japan, Poblacion ciudad: 153711
Nombre de la ciudad: Nagareyama, nombre del pais: Japan, Poblacion ciudad: 153705
Nombre de la ciudad: Tottori, nombre del pais: Japan, Poblacion ciudad: 153482
Nombre de la ciudad: Tama, nombre del pais: Japan, Poblacion ciudad: 152638
Nombre de la ciudad: Iruma, nombre del pais: Japan, Poblacion ciudad: 151816
Nombre de la ciudad: Ota, nombre del pais: Japan, Poblacion ciudad: 151187
Nombre de la ciudad: Omuta, nombre del pais: Japan, Poblacion ciudad: 148660
Nombre de la ciudad: Komaki, nombre del pais: Japan, Poblacion ciudad: 145475
Nombre de la ciudad: Ome, nombre del pais: Japan, Poblacion ciudad: 144840
Nombre de la ciudad: Kadoma, nombre del pais: Japan, Poblacion ciudad: 144566
Nombre de la ciudad: Yamaguchi, nombre del pais: Japan, Poblacion ciudad: 143793
Nombre de la ciudad: Higashimurayama, nombre del pais: Japan, Poblacion ciudad: 142503
Nombre de la ciudad: Yonago, nombre del pais: Japan, Poblacion ciudad: 141973
Nombre de la ciudad: Matsubara, nombre del pais: Japan, Poblacion ciudad: 140464
Nombre de la ciudad: Musashino, nombre del pais: Japan, Poblacion ciudad: 139856
Nombre de la ciudad: Tsuchiura, nombre del pais: Japan, Poblacion ciudad: 139488
Nombre de la ciudad: Joetsu, nombre del pais: Japan, Poblacion ciudad: 138898
Nombre de la ciudad: Miyakonojo, nombre del pais: Japan, Poblacion ciudad: 138562
Nombre de la ciudad: Misato, nombre del pais: Japan, Poblacion ciudad: 138328
Nombre de la ciudad: Kakamigahara, nombre del pais: Japan, Poblacion ciudad: 137156
Nombre de la ciudad: Daito, nombre del pais: Japan, Poblacion ciudad: 135869
Nombre de la ciudad: Seto, nombre del pais: Japan, Poblacion ciudad: 135740
Nombre de la ciudad: Kariya, nombre del pais: Japan, Poblacion ciudad: 133138
Nombre de la ciudad: Urayasu, nombre del pais: Japan, Poblacion ciudad: 132703
Nombre de la ciudad: Beppu, nombre del pais: Japan, Poblacion ciudad: 132635
Nombre de la ciudad: Niihama, nombre del pais: Japan, Poblacion ciudad: 132346
Nombre de la ciudad: Minoo, nombre del pais: Japan, Poblacion ciudad: 132157
Nombre de la ciudad: Fujieda, nombre del pais: Japan, Poblacion ciudad: 132022
Nombre de la ciudad: Abiko, nombre del pais: Japan, Poblacion ciudad: 131787
Nombre de la ciudad: Nobeoka, nombre del pais: Japan, Poblacion ciudad: 130618
Nombre de la ciudad: Tondabayashi, nombre del pais: Japan, Poblacion ciudad: 130146
Nombre de la ciudad: Ueda, nombre del pais: Japan, Poblacion ciudad: 129235
Nombre de la ciudad: Kashihara, nombre del pais: Japan, Poblacion ciudad: 129022
Nombre de la ciudad: Matsusaka, nombre del pais: Japan, Poblacion ciudad: 128574
Nombre de la ciudad: Isesaki, nombre del pais: Japan, Poblacion ciudad: 128265
Nombre de la ciudad: Zama, nombre del pais: Japan, Poblacion ciudad: 126975
Nombre de la ciudad: Kisarazu, nombre del pais: Japan, Poblacion ciudad: 126894
Nombre de la ciudad: Noda, nombre del pais: Japan, Poblacion ciudad: 125919
Nombre de la ciudad: Ishinomaki, nombre del pais: Japan, Poblacion ciudad: 125849
Nombre de la ciudad: Fujinomiya, nombre del pais: Japan, Poblacion ciudad: 124550
Nombre de la ciudad: Kawachinagano, nombre del pais: Japan, Poblacion ciudad: 124500
Nombre de la ciudad: Imabari, nombre del pais: Japan, Poblacion ciudad: 124178
Nombre de la ciudad: Aizuwakamatsu, nombre del pais: Japan, Poblacion ciudad: 124105
Nombre de la ciudad: Higashihiroshima, nombre del pais: Japan, Poblacion ciudad: 123979
Nombre de la ciudad: Habikino, nombre del pais: Japan, Poblacion ciudad: 123773
Nombre de la ciudad: Ebetsu, nombre del pais: Japan, Poblacion ciudad: 123604
Nombre de la ciudad: Hofu, nombre del pais: Japan, Poblacion ciudad: 123548
Nombre de la ciudad: Kiryu, nombre del pais: Japan, Poblacion ciudad: 123105
Nombre de la ciudad: Okinawa, nombre del pais: Japan, Poblacion ciudad: 122504
Nombre de la ciudad: Yaizu, nombre del pais: Japan, Poblacion ciudad: 121995
Nombre de la ciudad: Toyokawa, nombre del pais: Japan, Poblacion ciudad: 120457
Nombre de la ciudad: Ebina, nombre del pais: Japan, Poblacion ciudad: 120239
Nombre de la ciudad: Asaka, nombre del pais: Japan, Poblacion ciudad: 119453
Nombre de la ciudad: Higashikurume, nombre del pais: Japan, Poblacion ciudad: 116176
Nombre de la ciudad: Ikoma, nombre del pais: Japan, Poblacion ciudad: 116154
Nombre de la ciudad: Kitami, nombre del pais: Japan, Poblacion ciudad: 115790
Nombre de la ciudad: Koganei, nombre del pais: Japan, Poblacion ciudad: 115451
Nombre de la ciudad: Iwatsuki, nombre del pais: Japan, Poblacion ciudad: 114478
Nombre de la ciudad: Mishima, nombre del pais: Japan, Poblacion ciudad: 114129
Nombre de la ciudad: Handa, nombre del pais: Japan, Poblacion ciudad: 112987
Nombre de la ciudad: Muroran, nombre del pais: Japan, Poblacion ciudad: 112648
Nombre de la ciudad: Komatsu, nombre del pais: Japan, Poblacion ciudad: 112296
Nombre de la ciudad: Yatsushiro, nombre del pais: Japan, Poblacion ciudad: 112010
Nombre de la ciudad: Iida, nombre del pais: Japan, Poblacion ciudad: 111928
Nombre de la ciudad: Tokuyama, nombre del pais: Japan, Poblacion ciudad: 111403
Nombre de la ciudad: Kokubunji, nombre del pais: Japan, Poblacion ciudad: 111317
Nombre de la ciudad: Akishima, nombre del pais: Japan, Poblacion ciudad: 111233
Nombre de la ciudad: Iwakuni, nombre del pais: Japan, Poblacion ciudad: 110954
Nombre de la ciudad: Kusatsu, nombre del pais: Japan, Poblacion ciudad: 110523
Nombre de la ciudad: Kuwana, nombre del pais: Japan, Poblacion ciudad: 110407
Nombre de la ciudad: Sanda, nombre del pais: Japan, Poblacion ciudad: 109910
Nombre de la ciudad: Hikone, nombre del pais: Japan, Poblacion ciudad: 109770
Nombre de la ciudad: Toda, nombre del pais: Japan, Poblacion ciudad: 108168
Nombre de la ciudad: Tajimi, nombre del pais: Japan, Poblacion ciudad: 107338
Nombre de la ciudad: Ikeda, nombre del pais: Japan, Poblacion ciudad: 106859
Nombre de la ciudad: Fukaya, nombre del pais: Japan, Poblacion ciudad: 106282
Nombre de la ciudad: Ise, nombre del pais: Japan, Poblacion ciudad: 105841
Nombre de la ciudad: Sakata, nombre del pais: Japan, Poblacion ciudad: 105757
Nombre de la ciudad: Kasuga, nombre del pais: Japan, Poblacion ciudad: 105437
Nombre de la ciudad: Kamagaya, nombre del pais: Japan, Poblacion ciudad: 104893
Nombre de la ciudad: Tsuruoka, nombre del pais: Japan, Poblacion ciudad: 104781
Nombre de la ciudad: Hoya, nombre del pais: Japan, Poblacion ciudad: 104365
Nombre de la ciudad: Nishio, nombre del pais: Japan, Poblacion ciudad: 104072
Nombre de la ciudad: Tokai, nombre del pais: Japan, Poblacion ciudad: 103766
Nombre de la ciudad: Inazawa, nombre del pais: Japan, Poblacion ciudad: 102734
Nombre de la ciudad: Sakado, nombre del pais: Japan, Poblacion ciudad: 102188
Nombre de la ciudad: Isehara, nombre del pais: Japan, Poblacion ciudad: 102086
Nombre de la ciudad: Takasago, nombre del pais: Japan, Poblacion ciudad: 101575
Nombre de la ciudad: Fujimi, nombre del pais: Japan, Poblacion ciudad: 100889
Nombre de la ciudad: Urasoe, nombre del pais: Japan, Poblacion ciudad: 99880
Nombre de la ciudad: Yonezawa, nombre del pais: Japan, Poblacion ciudad: 99453
Nombre de la ciudad: Konan, nombre del pais: Japan, Poblacion ciudad: 99379
Nombre de la ciudad: Yamatokoriyama, nombre del pais: Japan, Poblacion ciudad: 99009
Nombre de la ciudad: Maizuru, nombre del pais: Japan, Poblacion ciudad: 98612
Nombre de la ciudad: Onomichi, nombre del pais: Japan, Poblacion ciudad: 97543
Nombre de la ciudad: Higashimatsuyama, nombre del pais: Japan, Poblacion ciudad: 97112
Nombre de la ciudad: Kimitsu, nombre del pais: Japan, Poblacion ciudad: 96981
Nombre de la ciudad: Isahaya, nombre del pais: Japan, Poblacion ciudad: 96817
Nombre de la ciudad: Kanuma, nombre del pais: Japan, Poblacion ciudad: 96812
Nombre de la ciudad: Izumisano, nombre del pais: Japan, Poblacion ciudad: 96322
Nombre de la ciudad: Kameoka, nombre del pais: Japan, Poblacion ciudad: 96129
Nombre de la ciudad: Mobara, nombre del pais: Japan, Poblacion ciudad: 95366
Nombre de la ciudad: Narita, nombre del pais: Japan, Poblacion ciudad: 95164
Nombre de la ciudad: Kashiwazaki, nombre del pais: Japan, Poblacion ciudad: 94914
Nombre de la ciudad: Tsuyama, nombre del pais: Japan, Poblacion ciudad: 94852
Nombre de la ciudad: Almaty, nombre del pais: Kazakstan, Poblacion ciudad: 1175027
Nombre de la ciudad: Qaraghandy, nombre del pais: Kazakstan, Poblacion ciudad: 454550
Nombre de la ciudad: Shymkent, nombre del pais: Kazakstan, Poblacion ciudad: 374648
Nombre de la ciudad: Taraz, nombre del pais: Kazakstan, Poblacion ciudad: 343436
Nombre de la ciudad: Astana, nombre del pais: Kazakstan, Poblacion ciudad: 323772
Nombre de la ciudad: Öskemen, nombre del pais: Kazakstan, Poblacion ciudad: 323564
Nombre de la ciudad: Pavlodar, nombre del pais: Kazakstan, Poblacion ciudad: 312640
Nombre de la ciudad: Semey, nombre del pais: Kazakstan, Poblacion ciudad: 280491
Nombre de la ciudad: Aqtöbe, nombre del pais: Kazakstan, Poblacion ciudad: 263325
Nombre de la ciudad: Qostanay, nombre del pais: Kazakstan, Poblacion ciudad: 230344
Nombre de la ciudad: Petropavl, nombre del pais: Kazakstan, Poblacion ciudad: 211721
Nombre de la ciudad: Oral, nombre del pais: Kazakstan, Poblacion ciudad: 203398
Nombre de la ciudad: Temirtau, nombre del pais: Kazakstan, Poblacion ciudad: 177388
Nombre de la ciudad: Qyzylorda, nombre del pais: Kazakstan, Poblacion ciudad: 163758
Nombre de la ciudad: Aqtau, nombre del pais: Kazakstan, Poblacion ciudad: 149193
Nombre de la ciudad: Atyrau, nombre del pais: Kazakstan, Poblacion ciudad: 148257
Nombre de la ciudad: Ekibastuz, nombre del pais: Kazakstan, Poblacion ciudad: 132338
Nombre de la ciudad: Kökshetau, nombre del pais: Kazakstan, Poblacion ciudad: 128385
Nombre de la ciudad: Rudnyy, nombre del pais: Kazakstan, Poblacion ciudad: 113923
Nombre de la ciudad: Taldyqorghan, nombre del pais: Kazakstan, Poblacion ciudad: 101959
Nombre de la ciudad: Zhezqazghan, nombre del pais: Kazakstan, Poblacion ciudad: 93636
Nombre de la ciudad: Bishkek, nombre del pais: Kyrgyzstan, Poblacion ciudad: 613211
Nombre de la ciudad: Osh, nombre del pais: Kyrgyzstan, Poblacion ciudad: 231697
Nombre de la ciudad: Phnom Penh, nombre del pais: Cambodia, Poblacion ciudad: 593189
Nombre de la ciudad: Battambang, nombre del pais: Cambodia, Poblacion ciudad: 135043
Nombre de la ciudad: Siem Reap, nombre del pais: Cambodia, Poblacion ciudad: 109346
Nombre de la ciudad: Seoul, nombre del pais: South Korea, Poblacion ciudad: 10384876
Nombre de la ciudad: Pusan, nombre del pais: South Korea, Poblacion ciudad: 3958224
Nombre de la ciudad: Inchon, nombre del pais: South Korea, Poblacion ciudad: 2662824
Nombre de la ciudad: Taegu, nombre del pais: South Korea, Poblacion ciudad: 2651529
Nombre de la ciudad: Taejon, nombre del pais: South Korea, Poblacion ciudad: 1483438
Nombre de la ciudad: Kwangju, nombre del pais: South Korea, Poblacion ciudad: 1423621
Nombre de la ciudad: Ulsan, nombre del pais: South Korea, Poblacion ciudad: 1128719
Nombre de la ciudad: Songnam, nombre del pais: South Korea, Poblacion ciudad: 904204
Nombre de la ciudad: Puchon, nombre del pais: South Korea, Poblacion ciudad: 810900
Nombre de la ciudad: Suwon, nombre del pais: South Korea, Poblacion ciudad: 786074
Nombre de la ciudad: Anyang, nombre del pais: South Korea, Poblacion ciudad: 614986
Nombre de la ciudad: Chonju, nombre del pais: South Korea, Poblacion ciudad: 585904
Nombre de la ciudad: Chongju, nombre del pais: South Korea, Poblacion ciudad: 552843
Nombre de la ciudad: Koyang, nombre del pais: South Korea, Poblacion ciudad: 539219
Nombre de la ciudad: Ansan, nombre del pais: South Korea, Poblacion ciudad: 530930
Nombre de la ciudad: Pohang, nombre del pais: South Korea, Poblacion ciudad: 529457
Nombre de la ciudad: Chang-won, nombre del pais: South Korea, Poblacion ciudad: 501153
Nombre de la ciudad: Masan, nombre del pais: South Korea, Poblacion ciudad: 459067
Nombre de la ciudad: Kwangmyong, nombre del pais: South Korea, Poblacion ciudad: 365090
Nombre de la ciudad: Chonan, nombre del pais: South Korea, Poblacion ciudad: 343601
Nombre de la ciudad: Chinju, nombre del pais: South Korea, Poblacion ciudad: 343212
Nombre de la ciudad: Iksan, nombre del pais: South Korea, Poblacion ciudad: 335720
Nombre de la ciudad: Pyongtaek, nombre del pais: South Korea, Poblacion ciudad: 325568
Nombre de la ciudad: Kumi, nombre del pais: South Korea, Poblacion ciudad: 324012
Nombre de la ciudad: Uijongbu, nombre del pais: South Korea, Poblacion ciudad: 287265
Nombre de la ciudad: Kyongju, nombre del pais: South Korea, Poblacion ciudad: 283995
Nombre de la ciudad: Kunsan, nombre del pais: South Korea, Poblacion ciudad: 277338
Nombre de la ciudad: Cheju, nombre del pais: South Korea, Poblacion ciudad: 268954
Nombre de la ciudad: Kimhae, nombre del pais: South Korea, Poblacion ciudad: 266726
Nombre de la ciudad: Sunchon, nombre del pais: South Korea, Poblacion ciudad: 259332
Nombre de la ciudad: Mokpo, nombre del pais: South Korea, Poblacion ciudad: 257449
Nombre de la ciudad: Yong-in, nombre del pais: South Korea, Poblacion ciudad: 252444
Nombre de la ciudad: Wonju, nombre del pais: South Korea, Poblacion ciudad: 247053
Nombre de la ciudad: Kunpo, nombre del pais: South Korea, Poblacion ciudad: 244735
Nombre de la ciudad: Chunchon, nombre del pais: South Korea, Poblacion ciudad: 244002
Nombre de la ciudad: Namyangju, nombre del pais: South Korea, Poblacion ciudad: 238313
Nombre de la ciudad: Kangnung, nombre del pais: South Korea, Poblacion ciudad: 229307
Nombre de la ciudad: Chungju, nombre del pais: South Korea, Poblacion ciudad: 213496
Nombre de la ciudad: Andong, nombre del pais: South Korea, Poblacion ciudad: 196055
Nombre de la ciudad: Yosu, nombre del pais: South Korea, Poblacion ciudad: 191012
Nombre de la ciudad: Kyongsan, nombre del pais: South Korea, Poblacion ciudad: 180764
Nombre de la ciudad: Paju, nombre del pais: South Korea, Poblacion ciudad: 169978
Nombre de la ciudad: Yangsan, nombre del pais: South Korea, Poblacion ciudad: 169950
Nombre de la ciudad: Ichon, nombre del pais: South Korea, Poblacion ciudad: 161606
Nombre de la ciudad: Asan, nombre del pais: South Korea, Poblacion ciudad: 160911
Nombre de la ciudad: Koje, nombre del pais: South Korea, Poblacion ciudad: 153523
Nombre de la ciudad: Kimchon, nombre del pais: South Korea, Poblacion ciudad: 152966
Nombre de la ciudad: Nonsan, nombre del pais: South Korea, Poblacion ciudad: 152542
Nombre de la ciudad: Kuri, nombre del pais: South Korea, Poblacion ciudad: 147916
Nombre de la ciudad: Chong-up, nombre del pais: South Korea, Poblacion ciudad: 144730
Nombre de la ciudad: Chechon, nombre del pais: South Korea, Poblacion ciudad: 142607
Nombre de la ciudad: Sosan, nombre del pais: South Korea, Poblacion ciudad: 140188
Nombre de la ciudad: Shihung, nombre del pais: South Korea, Poblacion ciudad: 138833
Nombre de la ciudad: Tong-yong, nombre del pais: South Korea, Poblacion ciudad: 137038
Nombre de la ciudad: Kongju, nombre del pais: South Korea, Poblacion ciudad: 136530
Nombre de la ciudad: Yongju, nombre del pais: South Korea, Poblacion ciudad: 136392
Nombre de la ciudad: Chinhae, nombre del pais: South Korea, Poblacion ciudad: 131086
Nombre de la ciudad: Sangju, nombre del pais: South Korea, Poblacion ciudad: 129129
Nombre de la ciudad: Poryong, nombre del pais: South Korea, Poblacion ciudad: 127557
Nombre de la ciudad: Kwang-yang, nombre del pais: South Korea, Poblacion ciudad: 126982
Nombre de la ciudad: Miryang, nombre del pais: South Korea, Poblacion ciudad: 126409
Nombre de la ciudad: Hanam, nombre del pais: South Korea, Poblacion ciudad: 120490
Nombre de la ciudad: Kimje, nombre del pais: South Korea, Poblacion ciudad: 120089
Nombre de la ciudad: Yongchon, nombre del pais: South Korea, Poblacion ciudad: 118096
Nombre de la ciudad: Sachon, nombre del pais: South Korea, Poblacion ciudad: 118078
Nombre de la ciudad: Uiwang, nombre del pais: South Korea, Poblacion ciudad: 113182
Nombre de la ciudad: Naju, nombre del pais: South Korea, Poblacion ciudad: 112186
Nombre de la ciudad: Namwon, nombre del pais: South Korea, Poblacion ciudad: 107726
Nombre de la ciudad: Tonghae, nombre del pais: South Korea, Poblacion ciudad: 99328
Nombre de la ciudad: Mun-gyong, nombre del pais: South Korea, Poblacion ciudad: 95964
Nombre de la ciudad: al-Salimiya, nombre del pais: Kuwait, Poblacion ciudad: 135475
Nombre de la ciudad: Jalib al-Shuyukh, nombre del pais: Kuwait, Poblacion ciudad: 106305
Nombre de la ciudad: Kuwait, nombre del pais: Kuwait, Poblacion ciudad: 30024
Nombre de la ciudad: Vientiane, nombre del pais: Laos, Poblacion ciudad: 553284
Nombre de la ciudad: Savannakhet, nombre del pais: Laos, Poblacion ciudad: 100556
Nombre de la ciudad: Beirut, nombre del pais: Lebanon, Poblacion ciudad: 1144440
Nombre de la ciudad: Tripoli, nombre del pais: Lebanon, Poblacion ciudad: 249696
Nombre de la ciudad: Colombo, nombre del pais: Sri Lanka, Poblacion ciudad: 671058
Nombre de la ciudad: Dehiwala, nombre del pais: Sri Lanka, Poblacion ciudad: 211201
Nombre de la ciudad: Moratuwa, nombre del pais: Sri Lanka, Poblacion ciudad: 197676
Nombre de la ciudad: Jaffna, nombre del pais: Sri Lanka, Poblacion ciudad: 155019
Nombre de la ciudad: Kandy, nombre del pais: Sri Lanka, Poblacion ciudad: 145656
Nombre de la ciudad: Sri Jayawardenepura Kotte, nombre del pais: Sri Lanka, Poblacion ciudad: 122767
Nombre de la ciudad: Negombo, nombre del pais: Sri Lanka, Poblacion ciudad: 104040
Nombre de la ciudad: Macao, nombre del pais: Macao, Poblacion ciudad: 455175
Nombre de la ciudad: Male, nombre del pais: Maldives, Poblacion ciudad: 73868
Nombre de la ciudad: Rangoon (Yangon), nombre del pais: Myanmar, Poblacion ciudad: 3497512
Nombre de la ciudad: Mandalay, nombre del pais: Myanmar, Poblacion ciudad: 921066
Nombre de la ciudad: Moulmein (Mawlamyine), nombre del pais: Myanmar, Poblacion ciudad: 320339
Nombre de la ciudad: Pegu (Bago), nombre del pais: Myanmar, Poblacion ciudad: 198612
Nombre de la ciudad: Bassein (Pathein), nombre del pais: Myanmar, Poblacion ciudad: 191329
Nombre de la ciudad: Monywa, nombre del pais: Myanmar, Poblacion ciudad: 144199
Nombre de la ciudad: Sittwe (Akyab), nombre del pais: Myanmar, Poblacion ciudad: 143159
Nombre de la ciudad: Taunggyi (Taunggye), nombre del pais: Myanmar, Poblacion ciudad: 136812
Nombre de la ciudad: Meikhtila, nombre del pais: Myanmar, Poblacion ciudad: 134939
Nombre de la ciudad: Mergui (Myeik), nombre del pais: Myanmar, Poblacion ciudad: 127657
Nombre de la ciudad: Lashio (Lasho), nombre del pais: Myanmar, Poblacion ciudad: 111947
Nombre de la ciudad: Prome (Pyay), nombre del pais: Myanmar, Poblacion ciudad: 109970
Nombre de la ciudad: Henzada (Hinthada), nombre del pais: Myanmar, Poblacion ciudad: 108929
Nombre de la ciudad: Myingyan, nombre del pais: Myanmar, Poblacion ciudad: 107785
Nombre de la ciudad: Tavoy (Dawei), nombre del pais: Myanmar, Poblacion ciudad: 100710
Nombre de la ciudad: Pagakku (Pakokku), nombre del pais: Myanmar, Poblacion ciudad: 98629
Nombre de la ciudad: Ulan Bator, nombre del pais: Mongolia, Poblacion ciudad: 804957
Nombre de la ciudad: Kuala Lumpur, nombre del pais: Malaysia, Poblacion ciudad: 1349945
Nombre de la ciudad: Ipoh, nombre del pais: Malaysia, Poblacion ciudad: 398320
Nombre de la ciudad: Johor Baharu, nombre del pais: Malaysia, Poblacion ciudad: 341704
Nombre de la ciudad: Petaling Jaya, nombre del pais: Malaysia, Poblacion ciudad: 264625
Nombre de la ciudad: Kelang, nombre del pais: Malaysia, Poblacion ciudad: 253186
Nombre de la ciudad: Kuala Terengganu, nombre del pais: Malaysia, Poblacion ciudad: 237334
Nombre de la ciudad: Pinang, nombre del pais: Malaysia, Poblacion ciudad: 228474
Nombre de la ciudad: Kota Bharu, nombre del pais: Malaysia, Poblacion ciudad: 228452
Nombre de la ciudad: Kuantan, nombre del pais: Malaysia, Poblacion ciudad: 207542
Nombre de la ciudad: Taiping, nombre del pais: Malaysia, Poblacion ciudad: 190664
Nombre de la ciudad: Seremban, nombre del pais: Malaysia, Poblacion ciudad: 190256
Nombre de la ciudad: Kuching, nombre del pais: Malaysia, Poblacion ciudad: 154040
